"Id","Prediction1"
"367","58"
"368","91"
"369","54"
"370","28"
"371","14"
"372","72"
"373","84"
"374","39"
"375","80"
"376","32"
"377","72"
"378","99"
"379","40"
"380","70"
"381","62"
"382","73"
"383","32"
"384","93"
"385","17"
"386","73"
"387","88"
"388","28"
"389","43"
"390","7"
"391","55"
"392","46"
"393","69"
"394","21"
"395","71"
"396","33"
"397","52"
"398","17"
"399","6"
"400","13"
"401","36"
"402","95"
"403","30"
"404","99"
"405","13"
"406","65"
"407","1"
"408","58"
"409","27"
"410","90"
"411","32"
"412","44"
"413","9"
"414","3"
"415","95"
"416","86"
"417","44"
"418","36"
"419","63"
"420","52"
"421","52"
"422","38"
"423","3"
"424","58"
"425","17"
"426","43"
"427","7"
"428","65"
"429","44"
"430","61"
"431","87"
"432","5"
"433","60"
"434","3"
"435","99"
"436","4"
"437","29"
"438","20"
"439","69"
"440","18"
"441","81"
"442","37"
"443","97"
"444","81"
"445","5"
"446","62"
"447","44"
"448","14"
"449","98"
"450","5"
"451","39"
"452","53"
"453","2"
"454","17"
"455","91"
"456","81"
"457","12"
"458","1"
"459","73"
"460","42"
"461","39"
"462","26"
"463","44"
"464","5"
"465","77"
"466","96"
"467","19"
"468","84"
"469","7"
"470","80"
"471","38"
"472","15"
"473","63"
"474","8"
"475","10"
"476","99"
"477","63"
"478","30"
"479","28"
"480","26"
"481","39"
"482","98"
"483","61"
"484","51"
"485","43"
"486","76"
"487","87"
"488","29"
"489","34"
"490","46"
"491","25"
"492","30"
"493","32"
"494","18"
"495","42"
"496","15"
"497","61"
"498","38"
"499","5"
"500","3"
"501","18"
"502","82"
"503","62"
"504","56"
"505","96"
"506","84"
"507","16"
"508","85"
"509","60"
"510","71"
"511","18"
"512","27"
"513","63"
"514","57"
"515","90"
"516","35"
"517","60"
"518","65"
"519","55"
"520","92"
"521","33"
"522","53"
"523","61"
"524","6"
"525","83"
"526","33"
"527","85"
"528","34"
"529","46"
"530","30"
"531","67"
"532","38"
"533","8"
"534","82"
"535","57"
"536","67"
"537","71"
"538","26"
"539","52"
"540","30"
"541","34"
"542","11"
"543","6"
"544","22"
"545","61"
"546","42"
"547","93"
"548","47"
"549","1"
"550","17"
"551","11"
"552","28"
"553","20"
"554","74"
"555","0"
"556","35"
"557","72"
"558","92"
"559","1"
"560","41"
"561","31"
"562","24"
"563","84"
"564","53"
"565","32"
"566","33"
"567","25"
"568","42"
"569","28"
"570","90"
"571","44"
"572","47"
"573","62"
"574","97"
"575","42"
"576","18"
"577","54"
"578","45"
"579","48"
"580","52"
"581","77"
"582","15"
"583","38"
"584","14"
"585","99"
"586","54"
"587","43"
"588","5"
"589","47"
"590","73"
"591","52"
"592","44"
"593","22"
"594","56"
"595","34"
"596","44"
"597","1"
"598","22"
"599","52"
"600","0"
"601","51"
"602","69"
"603","87"
"604","27"
"605","31"
"606","78"
"607","9"
"608","45"
"609","22"
"610","67"
"611","56"
"612","14"
"613","11"
"614","42"
"615","30"
"616","85"
"617","2"
"618","57"
"619","6"
"620","26"
"621","43"
"622","92"
"623","32"
"624","99"
"625","37"
"626","52"
"627","65"
"628","8"
"629","57"
"630","82"
"631","92"
"632","40"
"633","45"
"634","37"
"635","54"
"636","86"
"637","24"
"638","29"
"639","70"
"640","8"
"641","23"
"642","67"
"643","70"
"644","10"
"645","64"
"646","81"
"647","21"
"648","33"
"649","9"
"650","70"
"651","59"
"652","8"
"653","85"
"654","13"
"655","53"
"656","1"
"657","15"
"658","27"
"659","91"
"660","79"
"661","7"
"662","91"
"663","82"
"664","86"
"665","20"
"666","38"
"667","76"
"668","3"
"669","56"
"670","80"
"671","81"
"672","73"
"673","48"
"674","21"
"675","72"
"676","88"
"677","85"
"678","38"
"679","17"
"680","13"
"681","71"
"682","89"
"683","27"
"684","29"
"685","15"
"686","24"
"687","90"
"688","47"
"689","15"
"690","39"
"691","0"
"692","74"
"693","20"
"694","21"
"695","43"
"696","74"
"697","43"
"698","88"
"699","72"
"700","59"
"701","73"
"702","74"
"703","78"
"704","86"
"705","69"
"706","54"
"707","64"
"708","27"
"709","89"
"710","39"
"711","24"
"712","75"
"713","46"
"714","70"
"715","8"
"716","92"
"717","15"
"718","91"
"719","55"
"720","88"
"721","66"
"722","36"
"723","72"
"724","73"
"725","77"
"726","89"
"727","92"
"728","96"
"729","34"
"730","12"
"731","51"
"732","66"
"733","39"
"734","86"
"735","42"
"736","11"
"737","97"
"738","61"
"739","9"
"740","42"
"741","91"
"742","58"
"743","89"
"744","21"
"745","30"
"746","86"
"747","75"
"748","79"
"749","38"
"750","73"
"751","53"
"752","93"
"753","28"
"754","4"
"755","11"
"756","34"
"757","40"
"758","72"
"759","25"
"760","88"
"761","18"
"762","52"
"763","4"
"764","82"
"765","88"
"766","68"
"767","61"
"768","87"
"769","89"
"770","77"
"771","52"
"772","10"
"773","45"
"774","27"
"775","55"
"776","88"
"777","42"
"778","54"
"779","96"
"780","41"
"781","12"
"782","71"
"783","98"
"784","95"
"785","95"
"786","92"
"787","68"
"788","49"
"789","51"
"790","8"
"791","48"
"792","55"
"793","61"
"794","88"
"795","65"
"796","46"
"797","74"
"798","82"
"799","68"
"800","41"
"801","67"
"802","51"
"803","89"
"804","75"
"805","70"
"806","2"
"807","18"
"808","62"
"809","1"
"810","14"
"811","73"
"812","40"
"813","41"
"814","15"
"815","41"
"816","60"
"817","55"
"818","28"
"819","36"
"820","32"
"821","47"
"822","47"
"823","29"
"824","85"
"825","78"
"826","40"
"827","96"
"828","8"
"829","18"
"830","13"
"831","53"
"832","58"
"833","73"
"834","21"
"835","35"
"836","91"
"837","52"
"838","66"
"839","80"
"840","63"
"841","83"
"842","25"
"843","13"
"844","86"
"845","48"
"846","95"
"847","84"
"848","90"
"849","69"
"850","1"
"851","40"
"852","38"
"853","76"
"854","64"
"855","36"
"856","76"
"857","42"
"858","21"
"859","96"
"860","44"
"861","73"
"862","48"
"863","48"
"864","81"
"865","57"
"866","65"
"867","51"
"868","38"
"869","4"
"870","38"
"871","53"
"872","58"
"873","39"
"874","90"
"875","95"
"876","60"
"877","3"
"878","71"
"879","94"
"880","57"
"881","46"
"882","2"
"883","84"
"884","66"
"885","79"
"886","26"
"887","68"
"888","16"
"889","28"
"890","56"
"891","91"
"892","98"
"893","77"
"894","97"
"895","1"
"896","94"
"897","91"
"898","18"
"899","85"
"900","0"
"901","25"
"902","18"
"903","89"
"904","23"
"905","15"
"906","79"
"907","47"
"908","3"
"909","86"
"910","46"
"911","33"
"912","36"
"913","38"
"914","16"
"915","70"
"916","82"
"917","75"
"918","85"
"919","2"
"920","83"
"921","79"
"922","74"
"923","33"
"924","16"
"925","27"
"926","80"
"927","5"
"928","90"
"929","72"
"930","72"
"931","23"
"932","29"
"933","52"
"934","13"
"935","45"
"936","51"
"937","12"
"938","68"
"939","0"
"940","81"
"941","27"
"942","40"
"943","50"
"944","86"
"945","58"
"946","87"
"947","13"
"948","63"
"949","48"
"950","0"
"951","80"
"952","2"
"953","3"
"954","47"
"955","80"
"956","73"
"957","14"
"958","31"
"959","58"
"960","81"
"961","50"
"962","70"
"963","38"
"964","91"
"965","87"
"966","12"
"967","37"
"968","34"
"969","16"
"970","40"
"971","5"
"972","92"
"973","63"
"974","86"
"975","84"
"976","48"
"977","41"
"978","56"
"979","96"
"980","39"
"981","26"
"982","24"
"983","69"
"984","54"
"985","90"
"986","64"
"987","91"
"988","71"
"989","56"
"990","68"
"991","89"
"992","77"
"993","6"
"994","27"
"995","68"
"996","7"
"997","74"
"998","60"
"999","57"
"1000","17"
"1001","71"
"1002","46"
"1003","11"
"1004","66"
"1005","42"
"1006","24"
"1007","78"
"1008","15"
"1009","48"
"1010","19"
"1011","72"
"1012","54"
"1013","98"
"1014","58"
"1015","15"
"1016","37"
"1017","2"
"1018","78"
"1019","28"
"1020","94"
"1021","54"
"1022","18"
"1023","58"
"1024","55"
"1025","53"
"1026","48"
"1027","54"
"1028","66"
"1029","6"
"1030","12"
"1031","96"
"1032","83"
"1033","80"
"1034","59"
"1035","67"
"1036","64"
"1037","16"
"1038","34"
"1039","48"
"1040","64"
"1041","72"
"1042","26"
"1043","55"
"1044","49"
"1045","58"
"1046","69"
"1047","6"
"1048","73"
"1049","69"
"1050","87"
"1051","29"
"1052","72"
"1053","62"
"1054","22"
"1055","27"
"1056","36"
"1057","50"
"1058","72"
"1059","85"
"1060","75"
"1061","82"
"1062","25"
"1063","71"
"1064","75"
"1065","25"
"1066","44"
"1067","56"
"1068","65"
"1069","59"
"1070","81"
"1071","69"
"1072","0"
"1073","1"
"1074","81"
"1075","12"
"1076","54"
"1077","59"
"1078","71"
"1079","33"
"1080","39"
"1081","70"
"1082","35"
"1083","9"
"1084","77"
"1085","80"
"1086","58"
"1087","14"
"1088","94"
"1089","42"
"1090","29"
"1091","80"
"1092","91"
"1093","26"
"1094","39"
"1095","18"
"1096","28"
"1097","52"
"1098","73"
"1099","31"
"1100","10"
"1101","63"
"1102","27"
"1103","92"
"1104","90"
"1105","20"
"1106","91"
"1107","57"
"1108","88"
"1109","0"
"1110","69"
"1111","12"
"1112","68"
"1113","70"
"1114","48"
"1115","75"
"1116","47"
"1117","43"
"1118","84"
"1119","45"
"1120","48"
"1121","96"
"1122","56"
"1123","12"
"1124","59"
"1125","12"
"1126","9"
"1127","73"
"1128","88"
"1129","39"
"1130","42"
"1131","57"
"1132","47"
"1133","69"
"1134","13"
"1135","71"
"1136","47"
"1137","14"
"1138","76"
"1139","32"
"1140","26"
"1141","93"
"1142","51"
"1143","77"
"1144","84"
"1145","33"
"1146","2"
"1147","91"
"1148","28"
"1149","60"
"1150","19"
"1151","34"
"1152","70"
"1153","23"
"1154","29"
"1155","59"
"1156","56"
"1157","38"
"1158","40"
"1159","89"
"1160","22"
"1161","7"
"1162","56"
"1163","85"
"1164","89"
"1165","46"
"1166","17"
"1167","74"
"1168","82"
"1169","50"
"1170","42"
"1171","89"
"1172","53"
"1173","91"
"1174","85"
"1175","45"
"1176","24"
"1177","54"
"1178","51"
"1179","26"
"1180","70"
"1181","39"
"1182","10"
"1183","87"
"1184","23"
"1185","26"
"1186","39"
"1187","44"
"1188","42"
"1189","86"
"1190","72"
"1191","73"
"1192","83"
"1193","45"
"1194","83"
"1195","8"
"1196","55"
"1197","20"
"1198","59"
"1199","18"
"1200","72"
"1201","25"
"1202","31"
"1203","16"
"1204","48"
"1205","99"
"1206","80"
"1207","2"
"1208","94"
"1209","88"
"1210","51"
"1211","55"
"1212","74"
"1213","50"
"1214","68"
"1215","15"
"1216","55"
"1217","32"
"1218","67"
"1219","98"
"1220","18"
"1221","4"
"1222","10"
"1223","4"
"1224","3"
"1225","12"
"1226","13"
"1227","98"
"1228","49"
"1229","4"
"1230","49"
"1231","68"
"1232","14"
"1233","7"
"1234","52"
"1235","53"
"1236","84"
"1237","86"
"1238","49"
"1239","43"
"1240","8"
"1241","81"
"1242","74"
"1243","75"
"1244","16"
"1245","60"
"1246","47"
"1247","95"
"1248","9"
"1249","40"
"1250","98"
"1251","50"
"1252","64"
"1253","25"
"1254","46"
"1255","68"
"1256","6"
"1257","55"
"1258","39"
"1259","37"
"1260","96"
"1261","2"
"1262","5"
"1263","63"
"1264","85"
"1265","44"
"1266","11"
"1267","88"
"1268","48"
"1269","41"
"1270","96"
"1271","6"
"1272","11"
"1273","84"
"1274","22"
"1275","79"
"1276","66"
"1277","22"
"1278","62"
"1279","81"
"1280","24"
"1281","58"
"1282","84"
"1283","24"
"1284","63"
"1285","73"
"1286","75"
"1287","17"
"1288","51"
"1289","4"
"1290","25"
"1291","27"
"1292","18"
"1293","29"
"1294","17"
"1295","74"
"1296","49"
"1297","24"
"1298","4"
"1299","45"
"1300","43"
"1301","29"
"1302","90"
"1303","71"
"1304","77"
"1305","51"
"1306","77"
"1307","19"
"1308","48"
"1309","43"
"1310","70"
"1311","61"
"1312","62"
"1313","57"
"1314","59"
"1315","77"
"1316","27"
"1317","94"
"1318","51"
"1319","96"
"1320","83"
"1321","55"
"1322","48"
"1323","85"
"1324","91"
"1325","83"
"1326","47"
"1327","1"
"1328","5"
"1329","70"
"1330","75"
"1331","83"
"1332","45"
"1333","58"
"1334","10"
"1335","36"
"1336","71"
"1337","45"
"1338","4"
"1339","63"
"1340","4"
"1341","48"
"1342","41"
"1343","65"
"1344","71"
"1345","16"
"1346","81"
"1347","97"
"1348","51"
"1349","46"
"1350","14"
"1351","64"
"1352","95"
"1353","83"
"1354","92"
"1355","86"
"1356","33"
"1357","62"
"1358","18"
"1359","36"
"1360","84"
"1361","79"
"1362","96"
"1363","63"
"1364","48"
"1365","88"
"1366","35"
"1367","67"
"1368","68"
"1369","64"
"1370","11"
"1371","72"
"1372","4"
"1373","70"
"1374","39"
"1375","56"
"1376","62"
"1377","83"
"1378","59"
"1379","58"
"1380","58"
"1381","24"
"1382","66"
"1383","31"
"1384","12"
"1385","75"
"1386","1"
"1387","50"
"1388","73"
"1389","37"
"1390","27"
"1391","77"
"1392","14"
"1393","94"
"1394","17"
"1395","86"
"1396","72"
"1397","58"
"1398","18"
"1399","23"
"1400","33"
"1401","62"
"1402","39"
"1403","99"
"1404","14"
"1405","81"
"1406","95"
"1407","6"
"1408","10"
"1409","93"
"1410","68"
"1411","43"
"1412","15"
"1413","94"
"1414","48"
"1415","43"
"1416","10"
"1417","86"
"1418","69"
"1419","60"
"1420","83"
"1421","91"
"1422","24"
"1423","4"
"1424","14"
"1425","89"
"1426","95"
"1427","76"
"1428","16"
"1429","57"
"1430","94"
"1431","70"
"1432","99"
"1433","95"
"1434","12"
"1435","81"
"1436","82"
"1437","24"
"1438","23"
"1439","45"
"1440","44"
"1441","45"
"1442","1"
"1443","20"
"1444","2"
"1445","96"
"1446","10"
"1447","99"
"1448","58"
"1449","16"
"1450","33"
"1451","35"
"1452","9"
"1453","67"
"1454","5"
"1455","1"
"1456","13"
"1457","95"
"1458","41"
"1459","87"
"1460","53"
"1461","3"
"1462","89"
"1463","76"
"1464","20"
"1465","64"
"1466","53"
"1467","21"
"1468","56"
"1469","78"
"1470","92"
"1471","58"
"1472","42"
"1473","63"
"1474","16"
"1475","42"
"1476","84"
"1477","2"
"1478","30"
"1479","43"
"1480","92"
"1481","16"
"1482","48"
"1483","23"
"1484","32"
"1485","34"
"1486","4"
"1487","73"
"1488","29"
"1489","18"
"1490","22"
"1491","54"
"1492","48"
"1493","80"
"1494","51"
"1495","91"
"1496","73"
"1497","59"
"1498","65"
"1499","1"
"1500","19"
"1501","52"
"1502","82"
"1503","0"
"1504","61"
"1505","5"
"1506","63"
"1507","72"
"1508","24"
"1509","8"
"1510","39"
"1511","81"
"1512","73"
"1513","93"
"1514","36"
"1515","63"
"1516","70"
"1517","59"
"1518","17"
"1519","29"
"1520","81"
"1521","73"
"1522","19"
"1523","59"
"1524","75"
"1525","42"
"1526","41"
"1527","63"
"1528","8"
"1529","59"
"1530","47"
"1531","12"
"1532","46"
"1533","23"
"1534","86"
"1535","12"
"1536","15"
"1537","54"
"1538","57"
"1539","29"
"1540","52"
"1541","70"
"1542","65"
"1543","7"
"1544","56"
"1545","83"
"1546","81"
"1547","65"
"1548","14"
"1549","71"
"1550","80"
"1551","20"
"1552","72"
"1553","94"
"1554","99"
"1555","99"
"1556","44"
"1557","70"
"1558","72"
"1559","91"
"1560","12"
"1561","47"
"1562","22"
"1563","20"
"1564","24"
"1565","39"
"1566","77"
"1567","24"
"1568","63"
"1569","5"
"1570","27"
"1571","29"
"1572","94"
"1573","30"
"1574","72"
"1575","62"
"1576","15"
"1577","80"
"1578","86"
"1579","92"
"1580","96"
"1581","58"
"1582","52"
"1583","90"
"1584","42"
"1585","38"
"1586","47"
"1587","14"
"1588","61"
"1589","4"
"1590","74"
"1591","79"
"1592","91"
"1593","42"
"1594","1"
"1595","23"
"1596","72"
"1597","14"
"1598","31"
"1599","11"
"1600","8"
"1601","4"
"1602","82"
"1603","37"
"1604","90"
"1605","23"
"1606","4"
"1607","53"
"1608","93"
"1609","13"
"1610","39"
"1611","26"
"1612","16"
"1613","58"
"1614","71"
"1615","32"
"1616","9"
"1617","68"
"1618","43"
"1619","14"
"1620","20"
"1621","14"
"1622","66"
"1623","81"
"1624","84"
"1625","52"
"1626","24"
"1627","84"
"1628","32"
"1629","3"
"1630","8"
"1631","78"
"1632","96"
"1633","57"
"1634","27"
"1635","23"
"1636","66"
"1637","67"
"1638","31"
"1639","97"
"1640","50"
"1641","21"
"1642","44"
"1643","12"
"1644","56"
"1645","93"
"1646","8"
"1647","67"
"1648","5"
"1649","40"
"1650","38"
"1651","83"
"1652","9"
"1653","45"
"1654","81"
"1655","99"
"1656","42"
"1657","81"
"1658","75"
"1659","27"
"1660","67"
"1661","93"
"1662","17"
"1663","62"
"1664","77"
"1665","63"
"1666","69"
"1667","60"
"1668","80"
"1669","44"
"1670","98"
"1671","98"
"1672","35"
"1673","57"
"1674","56"
"1675","48"
"1676","29"
"1677","80"
"1678","42"
"1679","87"
"1680","9"
"1681","32"
"1682","13"
"1683","75"
"1684","7"
"1685","21"
"1686","84"
"1687","79"
"1688","9"
"1689","82"
"1690","6"
"1691","2"
"1692","60"
"1693","28"
"1694","85"
"1695","66"
"1696","42"
"1697","90"
"1698","61"
"1699","36"
"1700","55"
"1701","62"
"1702","0"
"1703","8"
"1704","73"
"1705","3"
"1706","50"
"1707","6"
"1708","42"
"1709","28"
"1710","88"
"1711","71"
"1712","45"
"1713","8"
"1714","85"
"1715","47"
"1716","96"
"1717","93"
"1718","70"
"1719","84"
"1720","21"
"1721","48"
"1722","0"
"1723","23"
"1724","14"
"1725","21"
"1726","23"
"1727","52"
"1728","94"
"1729","12"
"1730","32"
"1731","18"
"1732","82"
"1733","79"
"1734","56"
"1735","85"
"1736","14"
"1737","58"
"1738","78"
"1739","4"
"1740","19"
"1741","71"
"1742","91"
"1743","79"
"1744","39"
"1745","39"
"1746","80"
"1747","99"
"1748","32"
"1749","66"
"1750","5"
"1751","48"
"1752","78"
"1753","86"
"1754","26"
"1755","82"
"1756","84"
"1757","64"
"1758","22"
"1759","2"
"1760","0"
"1761","59"
"1762","38"
"1763","63"
"1764","37"
"1765","57"
"1766","66"
"1767","22"
"1768","0"
"1769","47"
"1770","29"
"1771","53"
"1772","33"
"1773","19"
"1774","80"
"1775","76"
"1776","53"
"1777","78"
"1778","62"
"1779","13"
"1780","58"
"1781","71"
"1782","85"
"1783","73"
"1784","23"
"1785","85"
"1786","54"
"1787","96"
"1788","28"
"1789","64"
"1790","8"
"1791","35"
"1792","13"
"1793","89"
"1794","28"
"1795","60"
"1796","21"
"1797","96"
"1798","20"
"1799","42"
"1800","31"
"1801","59"
"1802","27"
"1803","37"
"1804","9"
"1805","34"
"1806","55"
"1807","20"
"1808","74"
"1809","19"
"1810","35"
"1811","81"
"1812","74"
"1813","48"
"1814","36"
"1815","56"
"1816","33"
"1817","76"
"1818","12"
"1819","5"
"1820","3"
"1821","9"
"1822","53"
"1823","77"
"1824","73"
"1825","40"
"1826","55"
"1827","98"
"1828","12"
"1829","23"
"1830","17"
"1831","14"
"1832","54"
"1833","50"
"1834","82"
"1835","84"
"1836","67"
"1837","94"
"1838","50"
"1839","65"
"1840","55"
"1841","66"
"1842","80"
"1843","61"
"1844","72"
"1845","37"
"1846","36"
"1847","11"
"1848","87"
"1849","51"
"1850","73"
"1851","13"
"1852","44"
"1853","11"
"1854","38"
"1855","26"
"1856","36"
"1857","62"
"1858","33"
"1859","67"
"1860","94"
"1861","54"
"1862","10"
"1863","16"
"1864","25"
"1865","79"
"1866","28"
"1867","53"
"1868","53"
"1869","50"
"1870","70"
"1871","44"
"1872","80"
"1873","72"
"1874","82"
"1875","35"
"1876","96"
"1877","44"
"1878","83"
"1879","61"
"1880","56"
"1881","84"
"1882","87"
"1883","59"
"1884","84"
"1885","82"
"1886","8"
"1887","49"
"1888","36"
"1889","14"
"1890","27"
"1891","15"
"1892","3"
"1893","76"
"1894","42"
"1895","39"
"1896","63"
"1897","51"
"1898","86"
"1899","13"
"1900","54"
"1901","36"
"1902","80"
"1903","47"
"1904","34"
"1905","63"
"1906","29"
"1907","20"
"1908","87"
"1909","74"
"1910","44"
"1911","97"
"1912","63"
"1913","8"
"1914","74"
"1915","0"
"1916","29"
"1917","4"
"1918","87"
"1919","75"
"1920","28"
"1921","35"
"1922","52"
"1923","84"
"1924","98"
"1925","88"
"1926","66"
"1927","7"
"1928","57"
"1929","44"
"1930","22"
"1931","47"
"1932","95"
"1933","46"
"1934","91"
"1935","43"
"1936","80"
"1937","98"
"1938","54"
"1939","95"
"1940","82"
"1941","55"
"1942","24"
"1943","74"
"1944","77"
"1945","12"
"1946","97"
"1947","13"
"1948","72"
"1949","63"
"1950","69"
"1951","23"
"1952","77"
"1953","91"
"1954","57"
"1955","21"
"1956","68"
"1957","10"
"1958","57"
"1959","27"
"1960","23"
"1961","17"
"1962","1"
"1963","25"
"1964","84"
"1965","20"
"1966","28"
"1967","54"
"1968","25"
"1969","85"
"1970","71"
"1971","58"
"1972","65"
"1973","71"
"1974","70"
"1975","40"
"1976","77"
"1977","45"
"1978","69"
"1979","49"
"1980","71"
"1981","48"
"1982","50"
"1983","92"
"1984","52"
"1985","69"
"1986","4"
"1987","85"
"1988","64"
"1989","0"
"1990","16"
"1991","61"
"1992","23"
"1993","32"
"1994","16"
"1995","22"
"1996","31"
"1997","58"
"1998","54"
"1999","53"
"2000","69"
"2001","8"
"2002","38"
"2003","92"
"2004","77"
"2005","51"
"2006","76"
"2007","6"
"2008","52"
"2009","26"
"2010","49"
"2011","8"
"2012","10"
"2013","24"
"2014","45"
"2015","36"
"2016","47"
"2017","48"
"2018","52"
"2019","52"
"2020","97"
"2021","77"
"2022","0"
"2023","30"
"2024","96"
"2025","49"
"2026","19"
"2027","97"
"2028","53"
"2029","48"
"2030","12"
"2031","9"
"2032","68"
"2033","81"
"2034","39"
"2035","36"
"2036","17"
"2037","94"
"2038","57"
"2039","75"
"2040","33"
"2041","47"
"2042","77"
"2043","50"
"2044","44"
"2045","72"
"2046","50"
"2047","77"
"2048","43"
"2049","63"
"2050","44"
"2051","72"
"2052","81"
"2053","4"
"2054","46"
"2055","58"
"2056","71"
"2057","45"
"2058","84"
"2059","37"
"2060","62"
"2061","29"
"2062","81"
"2063","48"
"2064","2"
"2065","55"
"2066","79"
"2067","58"
"2068","71"
"2069","9"
"2070","29"
"2071","61"
"2072","46"
"2073","22"
"2074","87"
"2075","68"
"2076","21"
"2077","83"
"2078","20"
"2079","41"
"2080","47"
"2081","54"
"2082","12"
"2083","58"
"2084","11"
"2085","33"
"2086","74"
"2087","92"
"2088","96"
"2089","91"
"2090","48"
"2091","18"
"2092","30"
"2093","13"
"2094","38"
"2095","84"
"2096","34"
"2097","56"
"2098","38"
"2099","45"
"2100","49"
"2101","99"
"2102","74"
"2103","92"
"2104","96"
"2105","86"
"2106","48"
"2107","67"
"2108","78"
"2109","83"
"2110","99"
"2111","58"
"2112","20"
"2113","98"
"2114","73"
"2115","10"
"2116","43"
"2117","77"
"2118","13"
"2119","17"
"2120","14"
"2121","26"
"2122","16"
"2123","84"
"2124","95"
"2125","97"
"2126","71"
"2127","38"
"2128","31"
"2129","90"
"2130","89"
"2131","22"
"2132","19"
"2133","66"
"2134","32"
"2135","20"
"2136","97"
"2137","45"
"2138","77"
